Estado;Município;Total domicílios;Total com água canalizada;Água em pelo menos um cômodo;Rede geral de distribuição;Outra forma;Água no terreno ou propriedade;Rede geral de distribuição.1;Outra forma.1;Não tinham;Código da Unidade Geográfica
Rio de Janeiro;Nova Friburgo;63569;62861;60441;46129;14311;2420;2213;207;708;3303401.0
Rio de Janeiro;Área 001;4232;4161;4144;724;3420;17;0;17;71;3303401003001.0
Rio de Janeiro;Área 002;4124;4124;4099;4049;50;25;13;13;0;3303401003002.0
Rio de Janeiro;Área 003;4543;4507;4507;4232;275;0;0;0;36;3303401003003.0
Rio de Janeiro;Área 004;5346;5250;4440;3945;495;810;752;58;96;3303401003004.0
Rio de Janeiro;Área 005;5734;5723;5693;1364;4329;30;0;30;11;3303401003005.0
Rio de Janeiro;Área 006;15326;15233;14548;13526;1022;685;663;22;93;3303401003006.0
Rio de Janeiro;Área 007;5896;5826;5197;4251;945;629;604;25;70;3303401003007.0
Rio de Janeiro;Área 008;8506;8358;8311;5814;2498;46;46;0;148;3303401003008.0
Rio de Janeiro;Área 009;9862;9680;9503;8224;1279;177;135;42;182;3303401003009.0
Rio de Janeiro;Nova Iguaçu;248092;235188;227946;184498;43447;7242;4691;2552;12904;3303500.0
Rio de Janeiro;Austin;30431;27537;25267;12851;12416;2270;878;1392;2894;3303500005001.0
Rio de Janeiro;Cabuãu;28037;26590;25778;24118;1660;812;610;203;1447;3303500005004.0
Rio de Janeiro;Centro;57365;56681;56099;49913;6187;582;560;22;684;3303500005002.0
Rio de Janeiro;Comendador Soares;34925;33908;33475;30625;2851;433;257;176;1017;3303500005003.0
Rio de Janeiro;Km 32;18753;18649;17849;17703;146;800;800;0;105;3303500005008.0
Rio de Janeiro;Miguel Couto;17633;16874;16759;14864;1895;115;115;0;759;3303500005007.0
Rio de Janeiro;Posse;36709;33650;32598;21692;10906;1052;658;395;3058;3303500005005.0
Rio de Janeiro;Tinguá-Adrianópolis-Rio do Ouro e Jaceruba;3834;3645;3402;2443;959;243;191;52;189;3303500005009.0
Rio de Janeiro;Vila de Cava;20404;17653;16718;10290;6428;935;622;313;2751;3303500005006.0
Rio de Janeiro;Paracambi;15242;15123;14663;10224;4439;460;325;135;119;3303609.0
Rio de Janeiro;Área 001;7683;7599;7368;4475;2893;231;166;65;83;3303609003001.0
Rio de Janeiro;Área 002;7559;7524;7294;5748;1546;229;159;70;36;3303609003002.0
Rio de Janeiro;Paraíba do Sul;12826;12634;12593;11008;1585;41;14;27;192;3303708.0
Rio de Janeiro;Área 001;6364;6180;6163;4669;1494;17;0;17;184;3303708003001.0
Rio de Janeiro;Área 002;6462;6454;6429;6339;91;24;14;10;8;3303708003002.0
Rio de Janeiro;Paraty;11444;11326;10859;7891;2968;467;77;389;118;3303807.0
Rio de Janeiro;Área 001;6394;6295;6179;4498;1681;116;50;66;99;3303807003001.0
Rio de Janeiro;Área 002;5050;5031;4680;3393;1287;351;28;323;19;3303807003002.0
Rio de Janeiro;Petrópolis;96251;95396;93490;55697;37793;1906;1138;767;855;3303906.0
Rio de Janeiro;Área 001;6908;6907;6593;6360;232;314;314;0;1;3303906005001.0
Rio de Janeiro;Área 002;5044;5024;4950;3338;1612;73;0;73;20;3303906005002.0
Rio de Janeiro;Área 003;5875;5828;5546;3833;1712;283;162;121;47;3303906005003.0
Rio de Janeiro;Área 004;4712;4701;4678;3216;1462;23;13;10;11;3303906005004.0
Rio de Janeiro;Área 005;6463;6454;5931;4591;1340;523;370;153;9;3303906005005.0
Rio de Janeiro;Área 006;7022;6944;6908;3117;3791;36;22;13;78;3303906005006.0
Rio de Janeiro;Área 007;7051;7051;7034;5373;1661;17;14;2;0;3303906005007.0
Rio de Janeiro;Área 008;7710;7602;7588;4327;3262;14;14;0;108;3303906005008.0
Rio de Janeiro;Área 009;4766;4725;4565;3050;1516;160;91;69;41;3303906005009.0
Rio de Janeiro;Área 010;5722;5656;5643;2087;3557;13;0;13;66;3303906005010.0
Rio de Janeiro;Cascatinha 1;7152;6891;6709;2625;4085;182;77;104;261;3303906005011.0
Rio de Janeiro;Cascatinha 2;6210;6168;6029;3308;2720;139;43;96;42;3303906005012.0
Rio de Janeiro;Cascatinha 3;7390;7353;7343;4633;2710;11;0;11;37;3303906005013.0
Rio de Janeiro;Itaipava;6619;6485;6402;2352;4051;82;18;64;134;3303906005014.0
Rio de Janeiro;Posse-Pedro do Rio;7606;7606;7570;3488;4082;36;0;36;0;3303906005015.0
Rio de Janeiro;Queimados;42230;40318;39352;34271;5081;966;550;416;1912;3304144.0
Rio de Janeiro;Área 001;5634;5613;5605;5319;286;8;8;0;21;3304144003001.0
Rio de Janeiro;Área 002;4440;4409;4328;4112;217;80;71;10;31;3304144003002.0
Rio de Janeiro;Área 003;5173;4765;4506;3387;1119;259;135;125;408;3304144003003.0
Rio de Janeiro;Área 004;4423;4108;3886;2803;1083;222;137;86;315;3304144003004.0
Rio de Janeiro;Área 005;5267;4387;4257;3054;1203;130;80;50;880;3304144003005.0
Rio de Janeiro;Área 006;7374;7291;7169;6653;515;123;24;99;83;3304144003006.0
Rio de Janeiro;Área 007;9919;9745;9601;8943;658;144;97;47;174;3304144003007.0
Rio de Janeiro;Resende;38746;38683;38242;37003;1238;441;365;76;63;3304201.0
Rio de Janeiro;Área 001;5220;5220;5220;5220;0;0;0;0;0;3304201003001.0
Rio de Janeiro;Área 002;4270;4261;4245;4245;0;16;16;0;9;3304201003002.0
Rio de Janeiro;Área 003;4006;3980;3961;3946;15;19;19;0;27;3304201003003.0
Rio de Janeiro;Área 004;6745;6736;6575;6575;0;161;161;0;9;3304201003004.0
Rio de Janeiro;Área 005;7570;7570;7473;7432;41;97;97;0;0;3304201003005.0
Rio de Janeiro;Área 006;10935;10916;10768;9586;1182;148;72;76;19;3304201003006.0
Rio de Janeiro;Rio Bonito;17177;16059;15857;9437;6420;202;66;137;1118;3304300.0
Rio de Janeiro;Área 001;4262;4156;4129;3553;576;27;13;14;106;3304300003001.0
Rio de Janeiro;Área 002;5104;4960;4881;2595;2286;79;23;56;144;3304300003002.0
Rio de Janeiro;Área 003;7811;6944;6847;3289;3558;97;30;67;868;3304300003003.0
Rio de Janeiro;Rio das Ostras;34644;32217;31966;21115;10851;251;120;132;2426;3304524.0
Rio de Janeiro;Área 001;4151;4141;4114;3715;399;27;27;0;10;3304524003001.0
Rio de Janeiro;Área 002;4479;4479;4448;3269;1179;31;21;11;0;3304524003002.0
Rio de Janeiro;Área 003;4772;4724;4678;3067;1612;45;34;11;49;3304524003003.0
Rio de Janeiro;Área 004;4286;4080;4052;3413;639;27;27;0;206;3304524003004.0
Rio de Janeiro;Área 005;4230;3970;3933;3184;749;37;11;25;260;3304524003005.0
Rio de Janeiro;Área 006;5844;5666;5656;3978;1678;10;0;10;177;3304524003006.0
Rio de Janeiro;Área 007;6883;5159;5085;490;4595;74;0;74;1724;3304524003007.0
Rio de Janeiro;Rio de Janeiro;2145379;2139911;2099449;2073230;26219;40462;38488;1974;5468;3304557.0
Rio de Janeiro;Acari e Parque Colúmbia;10982;10982;10293;10245;48;689;670;19;0;3304557005133.0
Rio de Janeiro;Anchieta 1;7993;7993;7510;7510;0;483;453;29;0;3304557005128.0
Rio de Janeiro;Anchieta 2;9709;9633;9234;8682;552;400;374;25;76;3304557005129.0
Rio de Janeiro;Andaraí;14688;14627;14414;14016;398;213;213;0;61;3304557005066.0
Rio de Janeiro;Anil e Gardênia Azul;14097;14081;13806;13700;106;275;275;0;16;3304557005143.0
Rio de Janeiro;Bangu 1;15739;15717;15224;15103;120;494;477;16;22;3304557005180.0
Rio de Janeiro;Bangu 2;9854;9854;9795;9779;16;59;59;0;0;3304557005181.0
Rio de Janeiro;Bangu 3;8282;8186;8140;8100;41;46;19;27;96;3304557005182.0
Rio de Janeiro;Bangu 4;14112;14091;13181;13036;145;910;910;0;20;3304557005183.0
Rio de Janeiro;Bangu 5;10179;10179;9913;9913;0;266;266;0;0;3304557005184.0
Rio de Janeiro;Bangu 6;9104;9046;8783;8734;49;263;236;27;58;3304557005185.0
Rio de Janeiro;Barra da Tijuca 1;9872;9872;9755;9694;61;117;117;0;0;3304557005158.0
Rio de Janeiro;Barra da Tijuca 2;10412;10412;10326;10305;21;86;86;0;0;3304557005159.0
Rio de Janeiro;Barra da Tijuca 3;9145;9145;8973;8973;0;172;172;0;0;3304557005160.0
Rio de Janeiro;Barra da Tijuca 4;8202;8137;7742;7661;81;394;394;0;65;3304557005161.0
Rio de Janeiro;Barra da Tijuca 5;14047;14047;13725;13702;22;322;322;0;0;3304557005162.0
Rio de Janeiro;Benfica e Mangueira;12825;12825;12517;12448;69;308;308;0;0;3304557005115.0
Rio de Janeiro;Bento Ribeiro;14891;14891;14868;14809;59;23;23;0;0;3304557005117.0
Rio de Janeiro;Bonsucesso;8428;8428;8023;8023;0;405;405;0;0;3304557005070.0
Rio de Janeiro;Botafogo 1;8631;8631;8354;8354;0;276;257;19;0;3304557005037.0
Rio de Janeiro;Botafogo 2;8850;8850;8820;8778;42;30;30;0;0;3304557005038.0
Rio de Janeiro;Botafogo 3;8396;8396;8258;8234;25;138;138;0;0;3304557005039.0
Rio de Janeiro;Botafogo e Urca;8849;8849;8819;8794;25;30;30;0;0;3304557005035.0
Rio de Janeiro;Brás de Pina 1;9712;9712;9435;9390;44;277;277;0;0;3304557005077.0
Rio de Janeiro;Brás de Pina 2;9391;9342;9039;9010;29;303;303;0;49;3304557005078.0
Rio de Janeiro;Cachambi;15090;15090;15021;15021;0;69;69;0;0;3304557005094.0
Rio de Janeiro;Caju, Gamboa, Santo Cristo e Saúde;15657;15657;15508;15456;53;148;148;0;0;3304557005001.0
Rio de Janeiro;Campo Grande 01;8296;8296;8217;8050;167;79;79;0;0;3304557005190.0
Rio de Janeiro;Campo Grande 02;12563;12563;12381;12342;39;182;162;20;0;3304557005193.0
Rio de Janeiro;Campo Grande 03;12056;12040;11939;11876;63;101;101;0;16;3304557005194.0
Rio de Janeiro;Campo Grande 04;9287;9263;9113;8989;124;151;151;0;24;3304557005195.0
Rio de Janeiro;Campo Grande 05;8986;8986;8986;8960;26;0;0;0;0;3304557005196.0
Rio de Janeiro;Campo Grande 06;8738;8738;8378;8378;0;360;360;0;0;3304557005197.0
Rio de Janeiro;Campo Grande 07;8411;8391;8244;8171;73;147;147;0;20;3304557005198.0
Rio de Janeiro;Campo Grande 08;8270;8270;8270;8249;21;0;0;0;0;3304557005199.0
Rio de Janeiro;Campo Grande 09;11134;11106;11077;11042;35;29;29;0;28;3304557005200.0
Rio de Janeiro;Campo Grande 10;8295;8267;8034;7965;68;233;233;0;28;3304557005191.0
Rio de Janeiro;Campo Grande 11;8774;8774;8490;7650;840;284;186;98;0;3304557005192.0
Rio de Janeiro;Cascadura;9633;9633;9222;9112;110;411;411;0;0;3304557005108.0
Rio de Janeiro;Cascadura, Cavalcanti e Engenheiro Leal;8931;8931;8411;8334;77;520;520;0;0;3304557005109.0
Rio de Janeiro;Catete e Glória;15010;15010;14993;14993;0;17;17;0;0;3304557005030.0
Rio de Janeiro;Centro 1;8947;8930;8601;8601;0;329;329;0;17;3304557005053.0
Rio de Janeiro;Centro 2;10685;10662;10417;10401;15;246;246;0;23;3304557005054.0
Rio de Janeiro;Cidade de Deus;11391;11327;11276;11254;22;51;51;0;64;3304557005145.0
Rio de Janeiro;Coelho Neto;11021;11021;11002;10867;136;19;19;0;0;3304557005132.0
Rio de Janeiro;Colégio;9461;9437;9420;9420;0;17;17;0;24;3304557005106.0
Rio de Janeiro;Complexo da Penha e Caricó;10325;10325;9387;9387;0;938;938;0;0;3304557005073.0
Rio de Janeiro;Complexo do Alemão 1;8111;8029;7949;7949;0;80;80;0;82;3304557005028.0
Rio de Janeiro;Complexo do Alemão 2;12914;12914;12586;12586;0;328;328;0;0;3304557005029.0
Rio de Janeiro;Conjuntos Vila Kennedy, Estrada do Quafá e Estrada Sargento Miguel Filho;10361;10361;9922;9922;0;439;439;0;0;3304557005179.0
Rio de Janeiro;Copacabana 1;11954;11954;11954;11954;0;0;0;0;0;3304557005041.0
Rio de Janeiro;Copacabana 2;8574;8574;8497;8497;0;77;54;23;0;3304557005042.0
Rio de Janeiro;Copacabana 3;10307;10307;10307;10307;0;0;0;0;0;3304557005043.0
Rio de Janeiro;Copacabana 4;9631;9631;9558;9519;39;73;73;0;0;3304557005044.0
Rio de Janeiro;Copacabana 5;12589;12589;12547;12547;0;42;42;0;0;3304557005045.0
Rio de Janeiro;Copacabana 6;10776;10776;10617;10617;0;159;159;0;0;3304557005046.0
Rio de Janeiro;Cordovil;13555;13445;13030;12960;71;414;414;0;110;3304557005080.0
Rio de Janeiro;Cosmos 1;11136;11098;11098;11042;56;0;0;0;38;3304557005007.0
Rio de Janeiro;Cosmos 2;12919;12857;12772;12772;0;85;85;0;62;3304557005008.0
Rio de Janeiro;Costa Barros e Barros Filho;13269;13247;12852;12852;0;395;314;80;22;3304557005134.0
Rio de Janeiro;Curicica;10097;10082;9828;9699;129;254;211;43;15;3304557005146.0
Rio de Janeiro;Del Castilho, Higienópolis e Maria da Graça;13440;13390;13142;13101;41;248;221;27;50;3304557005083.0
Rio de Janeiro;Encantado, Abolição e Água Santa;11814;11814;11689;11667;21;125;125;0;0;3304557005096.0
Rio de Janeiro;Engenho da Rainha;8619;8530;8530;8501;28;0;0;0;89;3304557005085.0
Rio de Janeiro;Engenho de Dentro;15780;15780;15637;15244;392;143;143;0;0;3304557005095.0
Rio de Janeiro;Engenho Novo;14271;14271;14221;14201;19;50;50;0;0;3304557005089.0
Rio de Janeiro;Estácio, Catumbi e Cidade Nova;11625;11596;11278;11254;24;318;318;0;29;3304557005088.0
Rio de Janeiro;Fazenda Coqueiro, Jacaré e Coréia;10218;10159;10073;10073;0;86;86;0;58;3304557005186.0
Rio de Janeiro;Flamengo 1;11339;11339;11254;11254;0;85;85;0;0;3304557005163.0
Rio de Janeiro;Flamengo 2;11822;11822;11710;11710;0;112;112;0;0;3304557005164.0
Rio de Janeiro;Freguesia e Bancários;10652;10652;10205;9934;271;447;419;28;0;3304557005120.0
Rio de Janeiro;Freguesia Jacarepaguá 1;15129;15107;14847;14476;371;260;260;0;22;3304557005147.0
Rio de Janeiro;Freguesia Jacarepaguá 2;8966;8823;8807;8682;125;16;16;0;143;3304557005148.0
Rio de Janeiro;Galeão;8362;8362;8080;8009;72;282;282;0;0;3304557005124.0
Rio de Janeiro;Grajaú;14214;14186;14186;13778;408;0;0;0;28;3304557005067.0
Rio de Janeiro;Guadalupe;15758;15694;15379;15066;313;314;187;127;64;3304557005127.0
Rio de Janeiro;Guaratiba 1;8599;8505;8251;7780;471;254;233;21;94;3304557005022.0
Rio de Janeiro;Guaratiba 2;11858;11782;11635;11370;266;146;99;47;76;3304557005023.0
Rio de Janeiro;Guaratiba 3;8572;8231;7872;6864;1007;360;297;63;341;3304557005024.0
Rio de Janeiro;Guaratiba, Pedra de Guaratiba e Barra de Guaratiba;8626;8545;7935;6297;1638;609;483;126;81;3304557005021.0
Rio de Janeiro;Honório Gurgel;9234;9234;9150;9150;0;84;84;0;0;3304557005114.0
Rio de Janeiro;Humaitá;8629;8629;8629;8629;0;0;0;0;0;3304557005036.0
Rio de Janeiro;Inhaúma;15046;15046;14952;14770;182;94;94;0;0;3304557005084.0
Rio de Janeiro;Inhoaíba 1;10154;10154;9718;9595;123;436;436;0;0;3304557005005.0
Rio de Janeiro;Inhoaíba 2;9682;9682;9610;9217;393;72;72;0;0;3304557005006.0
Rio de Janeiro;Ipanema;18339;18339;18322;18322;0;17;17;0;0;3304557005047.0
Rio de Janeiro;Irajá 1;10282;10282;10194;10174;20;88;61;27;0;3304557005103.0
Rio de Janeiro;Irajá 2;9146;9146;9146;9070;76;0;0;0;0;3304557005104.0
Rio de Janeiro;Irajá 3;8363;8363;8363;8363;0;0;0;0;0;3304557005105.0
Rio de Janeiro;Irajá e Vista Alegre;8445;8418;8360;8360;0;58;58;0;27;3304557005102.0
Rio de Janeiro;Itanhangá;13922;13881;12833;11842;991;1048;1048;0;41;3304557005157.0
Rio de Janeiro;Jacarepaguá 1;10984;10886;10543;9769;773;343;323;20;98;3304557005140.0
Rio de Janeiro;Jacarepaguá 2;10784;10784;10511;10398;113;273;216;56;0;3304557005141.0
Rio de Janeiro;Jacarepaguá 3;11921;11815;11524;10393;1131;290;161;129;106;3304557005142.0
Rio de Janeiro;Jacarezinho;11346;11326;11307;11176;131;19;19;0;20;3304557005027.0
Rio de Janeiro;Jardim América;8133;8133;7709;7709;0;424;424;0;0;3304557005082.0
Rio de Janeiro;Jardim Botânico e Gávea;13390;13390;13144;13053;91;246;232;14;0;3304557005051.0
Rio de Janeiro;Jardim Carioca;8469;8469;8430;8430;0;39;39;0;0;3304557005122.0
Rio de Janeiro;Jardim Guanabara;11280;11280;11280;11250;30;0;0;0;0;3304557005121.0
Rio de Janeiro;Jardim Sulacap, Vila Militar, Deodoro e Campo dos Afonsos;12208;12183;12167;12040;127;16;16;0;25;3304557005169.0
Rio de Janeiro;Lagoa;8324;8324;8071;8071;0;253;253;0;0;3304557005050.0
Rio de Janeiro;Laranjeiras;8617;8617;8587;8587;0;30;30;0;0;3304557005003.0
Rio de Janeiro;Laranjeiras e Cosme Velho;12547;12547;12547;12495;52;0;0;0;0;3304557005002.0
Rio de Janeiro;Leblon 1;10533;10533;10472;10472;0;61;61;0;0;3304557005048.0
Rio de Janeiro;Leblon 2;9066;9066;9066;9066;0;0;0;0;0;3304557005049.0
Rio de Janeiro;Leme;8439;8439;8425;8425;0;14;14;0;0;3304557005040.0
Rio de Janeiro;Lins de Vasconcelos;12269;12240;11634;10751;883;606;606;0;29;3304557005090.0
Rio de Janeiro;Madureira 1;8508;8491;8368;8337;31;123;123;0;17;3304557005110.0
Rio de Janeiro;Madureira 2;8373;8373;8239;8043;196;134;134;0;0;3304557005111.0
Rio de Janeiro;Magalhães Bastos;8092;8092;8045;8045;0;47;47;0;0;3304557005170.0
Rio de Janeiro;Manguinhos;10565;10565;10531;10388;142;34;34;0;0;3304557005068.0
Rio de Janeiro;Maracanã;9873;9873;9873;9873;0;0;0;0;0;3304557005062.0
Rio de Janeiro;Maré 1;12762;12762;12468;12468;0;294;294;0;0;3304557005031.0
Rio de Janeiro;Maré 2;9335;9335;9273;9209;64;62;62;0;0;3304557005032.0
Rio de Janeiro;Maré 3;9297;9297;9297;9297;0;0;0;0;0;3304557005033.0
Rio de Janeiro;Maré 4;10365;10365;10277;10277;0;88;88;0;0;3304557005034.0
Rio de Janeiro;Marechal Hermes;15791;15791;15731;15709;22;60;60;0;0;3304557005118.0
Rio de Janeiro;Méier 1;9165;9165;9146;9146;0;19;19;0;0;3304557005091.0
Rio de Janeiro;Méier 2;9605;9605;9536;9536;0;69;69;0;0;3304557005092.0
Rio de Janeiro;Olaria 1;10554;10554;10390;10266;125;164;164;0;0;3304557005071.0
Rio de Janeiro;Olaria 2;9273;9225;9225;9225;0;0;0;0;48;3304557005072.0
Rio de Janeiro;Oswaldo Cruz e Campinho;15197;15175;15119;14925;194;56;56;0;22;3304557005116.0
Rio de Janeiro;Paciência 1;8716;8624;7586;7565;21;1038;1023;15;92;3304557005009.0
Rio de Janeiro;Paciência 2;11520;11500;11500;11456;44;0;0;0;20;3304557005010.0
Rio de Janeiro;Paciência 3;8452;8415;8415;8415;0;0;0;0;37;3304557005011.0
Rio de Janeiro;Padre Miguel 1;10045;10026;10008;10008;0;18;18;0;19;3304557005177.0
Rio de Janeiro;Padre Miguel 2;11107;11099;11099;11059;40;0;0;0;8;3304557005178.0
Rio de Janeiro;Paquetá;1253;1253;1250;1202;48;3;0;3;0;3304557005126.0
Rio de Janeiro;Parada de Lucas;8224;8224;7942;7942;0;282;282;0;0;3304557005079.0
Rio de Janeiro;Parque Anchieta;8479;8479;8432;8432;0;47;47;0;0;3304557005130.0
Rio de Janeiro;Pavuna 1;9311;9204;8077;8059;17;1127;1127;0;107;3304557005135.0
Rio de Janeiro;Pavuna 2;9624;9547;9295;9267;28;253;253;0;77;3304557005136.0
Rio de Janeiro;Pavuna 3;12120;12120;10967;10958;9;1153;1153;0;0;3304557005137.0
Rio de Janeiro;Pechincha;12468;12468;12446;12370;75;22;22;0;0;3304557005149.0
Rio de Janeiro;Penha;14483;14483;14385;14385;0;98;98;0;0;3304557005074.0
Rio de Janeiro;Penha Circular;15575;15539;15203;15203;0;336;336;0;36;3304557005075.0
Rio de Janeiro;Piedade;14812;14812;14338;14100;238;474;474;0;0;3304557005097.0
Rio de Janeiro;Pilares;9267;9267;9249;9249;0;18;18;0;0;3304557005098.0
Rio de Janeiro;Pitangueiras, Cacuia, Praia da Bandeira, Cocotá, Ribeira e Zumbi;13524;13459;13177;13147;30;282;282;0;65;3304557005119.0
Rio de Janeiro;Portuguesa e Moneró;9643;9643;9629;9592;36;14;14;0;0;3304557005125.0
Rio de Janeiro;Praça Seca 1;11680;11680;11328;11173;155;352;326;26;0;3304557005154.0
Rio de Janeiro;Praça Seca 2;9186;9186;8981;8972;9;205;205;0;0;3304557005155.0
Rio de Janeiro;Quintino Bocaiúva;10556;10556;10479;10438;42;77;77;0;0;3304557005107.0
Rio de Janeiro;Ramos;12294;12294;12066;12066;0;227;211;16;0;3304557005069.0
Rio de Janeiro;Realengo 1;8731;8630;8462;8184;279;167;167;0;102;3304557005171.0
Rio de Janeiro;Realengo 2;11786;11786;11494;11494;0;292;292;0;0;3304557005172.0
Rio de Janeiro;Realengo 3;8281;8281;8198;8198;0;83;83;0;0;3304557005173.0
Rio de Janeiro;Realengo 4;8167;8120;7833;7833;0;287;240;47;47;3304557005174.0
Rio de Janeiro;Realengo 5;8257;8257;7653;7653;0;604;604;0;0;3304557005175.0
Rio de Janeiro;Realengo 6;13988;13988;13971;13971;0;17;17;0;0;3304557005176.0
Rio de Janeiro;Recreio dos Bandeirantes 1;9983;9845;9793;8322;1471;52;52;0;138;3304557005166.0
Rio de Janeiro;Recreio dos Bandeirantes 2;9827;9803;9745;9688;57;58;58;0;24;3304557005167.0
Rio de Janeiro;Recreio dos Bandeirantes 3;9283;9203;9099;8573;526;104;104;0;81;3304557005168.0
Rio de Janeiro;Riachuelo, Sampaio, Rocha, Jacaré e São Francisco Xavier;16450;16409;16177;16177;0;233;233;0;41;3304557005087.0
Rio de Janeiro;Ricardo de Albuquerque;9767;9767;9316;9250;65;451;414;37;0;3304557005131.0
Rio de Janeiro;Rio Comprido;14344;14330;14109;14044;65;221;221;0;14;3304557005076.0
Rio de Janeiro;Rio das Pedras 1;8698;8675;8603;8484;119;72;72;0;23;3304557005138.0
Rio de Janeiro;Rio das Pedras 2;10471;10471;10223;10203;20;248;233;15;0;3304557005139.0
Rio de Janeiro;Rocha Miranda;12951;12915;12829;12679;150;86;86;0;36;3304557005113.0
Rio de Janeiro;Rocinha 1;10383;10318;10285;10136;149;33;33;0;65;3304557005025.0
Rio de Janeiro;Rocinha 2;13021;13021;12964;12872;92;57;57;0;0;3304557005026.0
Rio de Janeiro;Santa Cruz 1;8927;8927;8715;8610;105;212;212;0;0;3304557005012.0
Rio de Janeiro;Santa Cruz 2;9295;9244;9141;9120;21;103;103;0;51;3304557005013.0
Rio de Janeiro;Santa Cruz 3;11263;11232;11212;11190;22;20;20;0;31;3304557005014.0
Rio de Janeiro;Santa Cruz 4;9543;9445;9341;9290;51;104;104;0;98;3304557005015.0
Rio de Janeiro;Santa Cruz 5;9926;9856;9788;9601;187;68;68;0;70;3304557005016.0
Rio de Janeiro;Santa Cruz 6;8971;8971;8791;8642;149;180;180;0;0;3304557005017.0
Rio de Janeiro;Santa Cruz 7;8127;8082;7856;7523;333;226;202;24;45;3304557005018.0
Rio de Janeiro;Santa Teresa;15336;15313;14949;14932;18;364;364;0;23;3304557005144.0
Rio de Janeiro;Santíssimo;13110;13088;12035;11911;124;1054;1038;15;21;3304557005189.0
Rio de Janeiro;São Cristóvão e Vasco da Gama;13905;13875;13553;13553;0;322;322;0;30;3304557005099.0
Rio de Janeiro;Senador Camará 1;11432;11410;11353;11353;0;57;57;0;22;3304557005187.0
Rio de Janeiro;Senador Camará 2;12396;12366;12346;12325;20;20;20;0;30;3304557005188.0
Rio de Janeiro;Senador Vasconcelos;9830;9811;9547;9527;20;264;264;0;19;3304557005004.0
Rio de Janeiro;Sepetiba 1;9681;9681;9661;9201;460;20;20;0;0;3304557005019.0
Rio de Janeiro;Sepetiba 2;8158;8068;8009;7671;338;59;59;0;90;3304557005020.0
Rio de Janeiro;Tanque;12544;12488;12311;12091;220;177;177;0;57;3304557005153.0
Rio de Janeiro;Taquara 1;12329;12329;12329;12329;0;0;0;0;0;3304557005150.0
Rio de Janeiro;Taquara 2;8774;8749;8749;8737;12;0;0;0;25;3304557005151.0
Rio de Janeiro;Taquara 3;12757;12734;12734;12620;114;0;0;0;23;3304557005152.0
Rio de Janeiro;Tauá;9804;9804;9774;9753;21;31;31;0;0;3304557005123.0
Rio de Janeiro;Tijuca 1;8007;7995;7995;7936;59;0;0;0;12;3304557005057.0
Rio de Janeiro;Tijuca 2;9547;9547;9148;9148;0;399;399;0;0;3304557005058.0
Rio de Janeiro;Tijuca 3;10913;10913;9519;9238;281;1394;914;481;0;3304557005059.0
Rio de Janeiro;Tijuca 4;12135;12135;12102;12102;0;33;33;0;0;3304557005060.0
Rio de Janeiro;Tijuca 5;8457;8457;8436;8436;0;21;21;0;0;3304557005061.0
Rio de Janeiro;Tijuca e Alto da Boa Vista;8103;8057;7937;6506;1431;121;115;6;46;3304557005055.0
Rio de Janeiro;Tijuca e Praça da Bandeira;11198;11198;11090;11090;0;108;108;0;0;3304557005056.0
Rio de Janeiro;Todos Os Santos;8790;8790;8790;8790;0;0;0;0;0;3304557005093.0
Rio de Janeiro;Tomás Coelho;7874;7874;7773;7773;0;101;101;0;0;3304557005086.0
Rio de Janeiro;Turiaçú e Vaz Lobo;10378;10378;10338;10301;37;40;40;0;0;3304557005112.0
Rio de Janeiro;Vargem Pequena, Vargem Grande e Camorim;11489;10477;10274;7504;2770;203;110;93;1012;3304557005165.0
Rio de Janeiro;Vicente de Carvalho e Vila Kosmos;14234;14211;14042;14042;0;169;139;30;23;3304557005101.0
Rio de Janeiro;Vidigal e São Conrado;8166;8166;8018;7910;108;148;122;26;0;3304557005052.0
Rio de Janeiro;Vigário Geral;12596;12534;12229;12187;42;305;305;0;62;3304557005081.0
Rio de Janeiro;Vila da Penha;9190;9190;9167;9152;15;23;23;0;0;3304557005100.0
Rio de Janeiro;Vila Isabel 1;8832;8786;7525;7525;0;1262;1235;27;46;3304557005063.0
Rio de Janeiro;Vila Isabel 2;13475;13475;13312;13312;0;163;163;0;0;3304557005064.0
Rio de Janeiro;Vila Isabel 3;8792;8792;8467;8467;0;325;325;0;0;3304557005065.0
Rio de Janeiro;Vila Valqueire;10854;10800;10698;10698;0;102;102;0;55;3304557005156.0
Rio de Janeiro;Santo Antônio de Pádua;13527;13225;13098;10716;2382;127;10;116;302;3304706.0
Rio de Janeiro;Área 001;6634;6359;6265;4338;1927;94;0;94;275;3304706003001.0
Rio de Janeiro;Área 002;6893;6866;6833;6378;455;33;10;22;27;3304706003002.0
Rio de Janeiro;São Fidélis;12806;12717;12657;10018;2639;60;9;51;89;3304805.0
Rio de Janeiro;Área 001;6201;6192;6192;6122;70;0;0;0;9;3304805003001.0
Rio de Janeiro;Área 002;6605;6525;6465;3896;2569;60;9;51;80;3304805003002.0
Rio de Janeiro;São Francisco de Itabapoana;13537;11968;11388;3418;7970;580;298;282;1569;3304755.0
Rio de Janeiro;Área 001;5659;5002;4625;1734;2891;377;273;103;657;3304755003001.0
Rio de Janeiro;Área 002;7878;6966;6763;1684;5079;203;24;179;912;3304755003002.0
